OWNER,OBJECT_NAME,SUBOBJECT_NAME,OBJECT_ID,DATA_OBJECT_ID,OBJECT_TYPE,CREATED,LAST_DDL_TIME,TIMESTAMP,STATUS,TEMPORARY,GENERATED,SECONDARY,NAMESPACE,EDITION_NAME
SYS,V_$CONTROLFILE,,1421,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$CONTROLFILE,,1422,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LOG,,1423,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LOG,,1424,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$STANDBY_LOG,,1425,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$STANDBY_LOG,,1426,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$DATAGUARD_STATUS,,1427,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$DATAGUARD_STATUS,,1428,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$THREAD,,1429,,VIEW,2014-05-29 13:10:53,2014-05-29 13:17:51,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$THREAD,,1430,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$PROCESS,,1431,,VIEW,2014-05-29 13:10:53,2014-05-29 13:25:25,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$PROCESS,,1432,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$BGPROCESS,,1433,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$BGPROCESS,,1434,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$SESSION,,1435,,VIEW,2014-05-29 13:10:53,2014-05-29 13:25:25,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$SESSION,,1436,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LICENSE,,1437,,VIEW,2014-05-29 13:10:53,2014-05-29 13:15:57,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LICENSE,,1438,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$TRANSACTION,,1439,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$TRANSACTION,,1440,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$BSP,,1441,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$BSP,,1442,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$FAST_START_SERVERS,,1443,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$FAST_START_SERVERS,,1444,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$FAST_START_TRANSACTIONS,,1445,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$FAST_START_TRANSACTIONS,,1446,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LOCKED_OBJECT,,1447,,VIEW,2014-05-29 13:10:53,2014-05-29 13:25:25,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LOCKED_OBJECT,,1448,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LATCH,,1449,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LATCH,,1450,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LATCH_CHILDREN,,1451,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LATCH_CHILDREN,,1452,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LATCH_PARENT,,1453,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LATCH_PARENT,,1454,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LATCHNAME,,1455,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LATCHNAME,,1456,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LATCHHOLDER,,1457,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LATCHHOLDER,,1458,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LATCH_MISSES,,1459,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LATCH_MISSES,,1460,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$SESSION_LONGOPS,,1461,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$SESSION_LONGOPS,,1462,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$RESOURCE,,1463,,VIEW,2014-05-29 13:10:53,2014-05-29 13:17:51,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$RESOURCE,,1464,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$_LOCK,,1465,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$_LOCK,,1466,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LOCK,,1467,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LOCK,,1468,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$SESSTAT,,1469,,VIEW,2014-05-29 13:10:53,2014-05-29 13:25:26,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$SESSTAT,,1470,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$MYSTAT,,1471,,VIEW,2014-05-29 13:10:53,2014-05-29 13:25:25,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$MYSTAT,,1472,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$SUBCACHE,,1473,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$SUBCACHE,,1474,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$SYSSTAT,,1475,,VIEW,2014-05-29 13:10:53,2014-05-29 13:25:25,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$SYSSTAT,,1476,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$STATNAME,,1477,,VIEW,2014-05-29 13:10:53,2014-05-29 13:25:25,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$STATNAME,,1478,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$OSSTAT,,1479,,VIEW,2014-05-29 13:10:53,2014-05-29 13:15:57,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$OSSTAT,,1480,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$ACCESS,,1481,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$ACCESS,,1482,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$OBJECT_DEPENDENCY,,1483,,VIEW,2014-05-29 13:10:53,2014-05-29 13:25:26,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$OBJECT_DEPENDENCY,,1484,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$DBFILE,,1485,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$DBFILE,,1486,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$FILESTAT,,1487,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$FILESTAT,,1488,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$TEMPSTAT,,1489,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$TEMPSTAT,,1490,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$LOGFILE,,1491,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$LOGFILE,,1492,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$FLASHBACK_DATABASE_LOGFILE,,1493,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$FLASHBACK_DATABASE_LOGFILE,,1494,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$FLASHBACK_DATABASE_LOG,,1495,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$FLASHBACK_DATABASE_LOG,,1496,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$FLASHBACK_DATABASE_STAT,,1497,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$FLASHBACK_DATABASE_STAT,,1498,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$RESTORE_POINT,,1499,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$RESTORE_POINT,,1500,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$ROLLNAME,,1501,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$ROLLNAME,,1502,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$ROLLSTAT,,1503,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$ROLLSTAT,,1504,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$UNDOSTAT,,1505,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$UNDOSTAT,,1506,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$SGA,,1507,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$SGA,,1508,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$CLUSTER_INTERCONNECTS,,1509,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$CLUSTER_INTERCONNECTS,,1510,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$CONFIGURED_INTERCONNECTS,,1511,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$CONFIGURED_INTERCONNECTS,,1512,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$PARAMETER,,1513,,VIEW,2014-05-29 13:10:53,2014-05-29 13:25:25,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$PARAMETER,,1514,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$PARAMETER2,,1515,,VIEW,2014-05-29 13:10:53,2014-05-29 13:10:54,2014-05-29:13:10:53,VALID,N,N,N,1,
PUBLIC,V$PARAMETER2,,1516,,SYNONYM,2014-05-29 13:10:53,2014-05-29 13:10:53,2014-05-29:13:10:53,VALID,N,N,N,1,
SYS,V_$OBSOLETE_PARAMETER,,1517,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$OBSOLETE_PARAMETER,,1518,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SYSTEM_PARAMETER,,1519,,VIEW,2014-05-29 13:10:54,2014-05-29 14:22:00,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$SYSTEM_PARAMETER,,1520,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SYSTEM_PARAMETER2,,1521,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$SYSTEM_PARAMETER2,,1522,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SPPARAMETER,,1523,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$SPPARAMETER,,1524,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$PARAMETER_VALID_VALUES,,1525,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$PARAMETER_VALID_VALUES,,1526,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$ROWCACHE,,1527,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$ROWCACHE,,1528,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$ROWCACHE_PARENT,,1529,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$ROWCACHE_PARENT,,1530,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$ROWCACHE_SUBORDINATE,,1531,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$ROWCACHE_SUBORDINATE,,1532,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$ENABLEDPRIVS,,1533,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$ENABLEDPRIVS,,1534,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$NLS_PARAMETERS,,1535,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$NLS_PARAMETERS,,1536,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$NLS_VALID_VALUES,,1537,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$NLS_VALID_VALUES,,1538,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$LIBRARYCACHE,,1539,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$LIBRARYCACHE,,1540,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$LIBCACHE_LOCKS,,1541,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$LIBCACHE_LOCKS,,1542,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$TYPE_SIZE,,1543,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$TYPE_SIZE,,1544,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$ARCHIVE,,1545,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$ARCHIVE,,1546,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$CIRCUIT,,1547,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$CIRCUIT,,1548,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$DATABASE,,1549,,VIEW,2014-05-29 13:10:54,2014-05-29 13:25:25,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$DATABASE,,1550,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$INSTANCE,,1551,,VIEW,2014-05-29 13:10:54,2014-05-29 13:25:26,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$INSTANCE,,1552,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$DISPATCHER,,1553,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$DISPATCHER,,1554,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$DISPATCHER_CONFIG,,1555,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$DISPATCHER_CONFIG,,1556,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$DISPATCHER_RATE,,1557,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$DISPATCHER_RATE,,1558,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$LOGHIST,,1559,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$LOGHIST,,1560,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SQLAREA,,1561,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$SQLAREA,,1562,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SQLAREA_PLAN_HASH,,1563,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$SQLAREA_PLAN_HASH,,1564,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SQLTEXT,,1565,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$SQLTEXT,,1566,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SQLTEXT_WITH_NEWLINES,,1567,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$SQLTEXT_WITH_NEWLINES,,1568,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SQL,,1569,,VIEW,2014-05-29 13:10:54,2014-05-29 13:25:26,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$SQL,,1570,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SQL_SHARED_CURSOR,,1571,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$SQL_SHARED_CURSOR,,1572,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$DB_PIPES,,1573,,VIEW,2014-05-29 13:10:54,2014-05-29 13:17:51,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$DB_PIPES,,1574,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$DB_OBJECT_CACHE,,1575,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$DB_OBJECT_CACHE,,1576,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$OPEN_CURSOR,,1577,,VIEW,2014-05-29 13:10:54,2014-05-29 13:25:25,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$OPEN_CURSOR,,1578,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$OPTION,,1579,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$OPTION,,1580,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$VERSION,,1581,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$VERSION,,1582,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$PQ_SESSTAT,,1583,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$PQ_SESSTAT,,1584,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$PQ_SYSSTAT,,1585,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$PQ_SYSSTAT,,1586,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$PQ_SLAVE,,1587,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$PQ_SLAVE,,1588,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$QUEUE,,1589,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
PUBLIC,V$QUEUE,,1590,,SYNONYM,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
SYS,V_$SHARED_SERVER_MONITOR,,1591,,VIEW,2014-05-29 13:10:54,2014-05-29 13:10:54,2014-05-29:13:10:54,VALID,N,N,N,1,
